Combination,Train RMSE,Validation RMSE,Train RMSE Std. Dev., Validation RMSE Std. Dev,count
"('Chlorine.dosage..L.d.', 'BOD.Influent..ppm.', 'TSS.Pre.chlorination..ppm.', 'pH.Pre.chlorination')",0.5775431464330081,1.7562702185684274,0.05192303097917799,0.16562286134400178,4
"('Chlorine.dosage..L.d.', 'BOD.Pre.chlorination..ppm.', 'COD.Influent..ppm.', 'COD.Pre.chlorination..ppm.')",0.7339631898908479,1.9730355214492092,0.032923834062687556,0.14918944166157963,4
"('Chlorine.dosage..L.d.', 'BOD.Pre.chlorination..ppm.', 'COD.Influent..ppm.', 'TSS.Pre.chlorination..ppm.')",0.7071648457809279,1.9213402380279043,0.04977039919443964,0.12178403386422562,4
"('Chlorine.dosage..L.d.', 'BOD.Pre.chlorination..ppm.', 'COD.Influent..ppm.', 'pH.Pre.chlorination')",0.5988173629501077,1.8533659720022175,0.03876676334399469,0.1404864662426279,4
"('Chlorine.dosage..L.d.', 'BOD.Pre.chlorination..ppm.', 'COD.Pre.chlorination..ppm.', 'TSS.Pre.chlorination..ppm.')",0.721031025462843,1.974462798589792,0.04278220646359228,0.13263283926427227,4
"('Chlorine.dosage..L.d.', 'BOD.Pre.chlorination..ppm.', 'COD.Pre.chlorination..ppm.', 'pH.Pre.chlorination')",0.6402473197847018,1.9091597789353354,0.04465649633614177,0.14349105481928595,4
"('Chlorine.dosage..L.d.', 'BOD.Pre.chlorination..ppm.', 'TSS.Pre.chlorination..ppm.', 'pH.Pre.chlorination')",0.6586394849588255,1.7874509753480452,0.0803462203352613,0.12511234398750387,4
"('Chlorine.dosage..L.d.', 'COD.Influent..ppm.', 'COD.Pre.chlorination..ppm.', 'TSS.Pre.chlorination..ppm.')",0.7791154600169955,1.9892070880291848,0.07642584727197305,0.14733131901577665,4
"('Chlorine.dosage..L.d.', 'COD.Influent..ppm.', 'COD.Pre.chlorination..ppm.', 'pH.Pre.chlorination')",0.6917861987464876,1.9266489125867785,0.03731902986711597,0.1650958515295839,4
"('Chlorine.dosage..L.d.', 'COD.Influent..ppm.', 'TSS.Pre.chlorination..ppm.', 'pH.Pre.chlorination')",0.6734542274341575,1.8822958655807667,0.06846248022250055,0.14616690653581582,4
"('Chlorine.dosage..L.d.', 'COD.Pre.chlorination..ppm.', 'TSS.Pre.chlorination..ppm.', 'pH.Pre.chlorination')",0.7321532450398677,1.991629579017685,0.06255772976555188,0.1865060264014562,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'Total.Coliform.Influent..MPN.100mL.', 'Fecal.Coliform.Influent..MPN.100mL.', 'BOD.Influent..ppm.')",0.49134981693705837,1.922899693006924,0.06315026789029958,0.09499932855826956,5
